,id,tweet,label,new_label,clean_text
1061,1062,UPDATE: #Coronavirus #COVID19 ➡️testing important to monitor epidemic ➡️weekly screening of high-risk groups reduces transmission by a third ➡️community testing unlikely to limit transmission more than contact-tracing &amp; symptom-based quarantine 🔰https://t.co/lcFch0FxCt https://t.co/zSY11FqaDA,real,0,update coronavirus covid19 testing important to monitor epidemic weekly screening of highrisk groups reduces transmission by a third community testing unlikely to limit transmission more than contacttracing amp symptombased quarantine
1062,1063,Although Germany closes its borders refugees and migrants may still come in and they will not be medically checked for coronavirus.,fake,1,although germany closes its borders refugees and migrants may still come in and they will not be medically checked for coronavirus
1063,1064,"Industrial bleach being sold on Amazon as 'miracle mineral solution' of COVID-19 https://t.co/QN73YuIOLa @wionews Please take the time to read our story and if you can, please donate! If that's not possible for you, please share our story!https://t.co/Ti0lowC8o4",fake,1,industrial bleach being sold on amazon as miracle mineral solution of covid19 wionews please take the time to read our story and if you can please donate if thats not possible for you please share our story
1064,1065,"This is Indian map redesigned by an American CEO where he marked the Indian 
states population which is almost equal to population of some of the 
countries. 
He tried to explain to his employees that India 
is indirectly handling COVID-19 situation of so many countries. It's 
about the management of the problem in an efficient manner. He praised 
Modiji in this unique way.",fake,1,this is indian map redesigned by an american ceo where he marked the indian states population which is almost equal to population of some of the countries he tried to explain to his employees that india is indirectly handling covid19 situation of so many countries its about the management of the problem in an efficient manner he praised modiji in this unique way
1065,1066,We are proud to announce that India has realised PM @narendramodi's vision of conducting 10 lakh tests per day! This is a significant milestone in our fight against COVID-19. #IndiaFightsCorona @MoHFW_INDIA @PIB_India https://t.co/j2hF9uLbtI,real,0,we are proud to announce that india has realised pm narendramodis vision of conducting 10 lakh tests per day this is a significant milestone in our fight against covid19 indiafightscorona mohfwindia pibindia
1066,1067,???Oklahoma 100% coronavirus test rate after Trump Tulsa rally.??�,fake,1,oklahoma 100 coronavirus test rate after trump tulsa rally
1067,1068,Community Steam inhalation or smokers #indiafightsforcorona #recovery #asthma #COPD #steamroom https://t.co/poT0kW8JAF,fake,1,community steam inhalation or smokers indiafightsforcorona recovery asthma copd steamroom
1068,1069,Our daily update is published. We’ve now tracked 13.8 million tests up 343k from yesterday. 5 states showed a decline in total tests due to separating out their antibody results: MI MO MS TX WV. Details in this thread. https://t.co/y9aPPSnnor,real,0,our daily update is published weve now tracked 138 million tests up 343k from yesterday 5 states showed a decline in total tests due to separating out their antibody results mi mo ms tx wv details in this thread
1069,1070,The biggest risk to us is people coming into the country from overseas which is why those people must stay in managed isolation or quarantine for at least 14 days.⁣ ⁣,real,0,the biggest risk to us is people coming into the country from overseas which is why those people must stay in managed isolation or quarantine for at least 14 days
1070,1071,📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 78.86% as on September 18 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/d168a8u1gQ,real,0,coronavirusupdates indias covid19 recovery rate improves to 7886 as on september 18 2020 steady improvement in indias covid19 recovery rate since lockdown initiation on march 25 2020 indiafightscorona icmrdelhi via mohfwindia
1071,1072,T-cell response may offer a more precise measure of potential long-term immune protection from COVID compared with antibody assays. https://t.co/we8J8IDv6B,real,0,tcell response may offer a more precise measure of potential longterm immune protection from covid compared with antibody assays
1072,1073,"Hydroxychloroquine treatment cures this- full stop. We dont need a vaccine- if they push an untested vaccine early, or if they push stay at home until we have a vaccine, then this is not about the virus.",fake,1,hydroxychloroquine treatment cures this full stop we dont need a vaccine if they push an untested vaccine early or if they push stay at home until we have a vaccine then this is not about the virus
1073,1074,The President of the United States of America Donald Trump has been tested positive for COVID-19.,fake,1,the president of the united states of america donald trump has been tested positive for covid19
1074,1075,Fit people are immune to novel coronavirus,fake,1,fit people are immune to novel coronavirus
1075,1076,Of the 2159 people who left managed isolation facilities during this period 1284 people have now been contacted and have tested negative for COVID-19; 800 of those were tested before leaving managed isolation and the remaining 484 were tested after departure from the facility.,real,0,of the 2159 people who left managed isolation facilities during this period 1284 people have now been contacted and have tested negative for covid19 800 of those were tested before leaving managed isolation and the remaining 484 were tested after departure from the facility
1076,1077,We are shipping $1.7 million dollars worth of personal protective equipment items to support #COVID19 and humanitarian supplies that were destroyed by the blast-@DrTedros,real,0,we are shipping 17 million dollars worth of personal protective equipment items to support covid19 and humanitarian supplies that were destroyed by the blastdrtedros
1077,1078,"PIB has clarified that PMSBY doesn't cover COVID related deaths, while PMJJBY covers COVID deaths with certain conditions.",fake,1,pib has clarified that pmsby doesnt cover covid related deaths while pmjjby covers covid deaths with certain conditions
1078,1079,"Professor Clifford Stott says we should ""pay attention"" to the way in which the ""enforcement agenda"" could ""aggravate discontent"" as he suggests the government's latest #COVID19 restrictions could spark protests. #KayBurley Live updates: https://t.co/I0Ya5YXunx https://t.co/Ifqj5rcjm3",real,0,professor clifford stott says we should pay attention to the way in which the enforcement agenda could aggravate discontent as he suggests the governments latest covid19 restrictions could spark protests kayburley live updates
1079,1080,Police Commissioner Andrew Coster​: ​ • 200 - 350 reports of breaches per day (lower than the 700 - 1000 reports under Alert Level 3)​ • 983 breaches were reported to Police,real,0,police commissioner andrew coster 200 350 reports of breaches per day lower than the 700 1000 reports under alert level 3 983 breaches were reported to police
1080,1081,Our laboratories processed 9174 tests our highest day of testing since we began. This includes testing in managed isolation facilities as well as testing across the community.,real,0,our laboratories processed 9174 tests our highest day of testing since we began this includes testing in managed isolation facilities as well as testing across the community
1081,1082,President Trump said 99% of COVID-19 cases are totally harmless. That’s False. From deaths to hospitalizations to a growing list of ailments that hit people with even mild cases the numbers say his claim is wrong. https://t.co/rnqVXpEZEx https://t.co/mHLwMFJt6k,fake,1,president trump said 99 of covid19 cases are totally harmless thats false from deaths to hospitalizations to a growing list of ailments that hit people with even mild cases the numbers say his claim is wrong
1082,1083,#IndiaFightsCorona: 📍MHA issues new Guidelines 📌 #Unlock4 opens up more activities outside Containment Zones ✅Strict enforcement of #Lockdown in Containment Zones till 30th September 2020 Details: https://t.co/0fH0OEbzYD #StaySafe #IndiaWillWin https://t.co/OtFedNvhAD,real,0,indiafightscorona mha issues new guidelines unlock4 opens up more activities outside containment zones strict enforcement of lockdown in containment zones till 30th september 2020 details staysafe indiawillwin
